file	line	call	field_name	consumer_type
includes/class-inverse-relationships.php	568	update_field	relationships	backend service (write)
includes/class-inverse-relationships.php	629	get_field	relationships	backend service (read)
includes/class-inverse-relationships.php	702	get_field	relationships	backend service (read)
includes/class-inverse-relationships.php	748	update_field	relationships	backend service (write)
includes/class-inverse-relationships.php	766	get_field	relationships	backend service (read)
includes/class-inverse-relationships.php	844	update_field	relationships	backend service (write)
includes/class-inverse-relationships.php	850	get_field	relationships	backend service (read)
includes/class-inverse-relationships.php	890	update_field	relationships	backend service (write)
includes/class-new-feedback-email-sender.php	49	get_field	feedback_type	backend service (read)
includes/class-new-feedback-email-sender.php	51	get_field	priority	backend service (read)
includes/class-volunteer-status.php	213	update_field	(dynamic)	backend service (write)
includes/class-volunteer-status.php	223	get_field	work_history	backend service (read)
includes/class-rest-vog.php	247	get_field	datum-vog	REST read (frontend/sync)
includes/class-rest-vog.php	347	get_field	datum-vog	REST read (frontend/sync)
includes/class-rest-vog.php	502	get_field	team_name	REST read (frontend/sync)
includes/class-rest-vog.php	528	get_field	home_team	REST read (frontend/sync)
includes/class-rest-vog.php	529	get_field	away_team	REST read (frontend/sync)
includes/class-rest-lettermint.php	589	get_field	related_persons	REST read (frontend/sync)
includes/class-rest-lettermint.php	620	get_field	first_name	REST read (frontend/sync)
includes/class-rest-lettermint.php	621	get_field	last_name	REST read (frontend/sync)
includes/class-rest-lettermint.php	1020	get_field	email_1	REST read (frontend/sync)
includes/class-rest-lettermint.php	1025	get_field	email_2	REST read (frontend/sync)
includes/class-volunteer-exemption-resolver.php	112	get_field	work_history	backend service (read)
includes/class-volunteer-exemption-resolver.php	147	get_field	work_history	backend service (read)
includes/class-relationship-quality-checker.php	103	get_field	relationships	backend service (read)
includes/class-membership-pass-apple.php	50	get_field	knvb-id	backend service (read)
includes/class-membership-pass-apple.php	79	get_field	company_name	backend service (read)
includes/class-membership-pass-apple.php	253	get_field	first_name	backend service (read)
includes/class-membership-pass-apple.php	254	get_field	infix	backend service (read)
includes/class-membership-pass-apple.php	255	get_field	last_name	backend service (read)
includes/class-membership-pass-apple.php	258	get_field	company_name	backend service (read)
includes/class-membership-pass-apple.php	327	get_field	work_history	backend service (read)
includes/class-rest-base.php	190	get_field	former_member	REST read (frontend/sync)
includes/class-rest-base.php	287	get_field	first_name	REST read (frontend/sync)
includes/class-rest-base.php	288	get_field	last_name	REST read (frontend/sync)
includes/class-rest-base.php	290	get_field	former_member	REST read (frontend/sync)
includes/class-rest-base.php	291	get_field	huidig-vrijwilliger	REST read (frontend/sync)
includes/class-rest-base.php	308	get_field	website	REST read (frontend/sync)
includes/class-rest-base.php	348	get_field	_shared_with	REST read (frontend/sync)
includes/class-rest-base.php	387	get_field	_shared_with	REST read (frontend/sync)
includes/class-rest-base.php	392	update_field	_shared_with	REST write (frontend/sync)
includes/class-rest-base.php	406	update_field	_shared_with	REST write (frontend/sync)
includes/class-rest-base.php	426	get_field	_shared_with	REST read (frontend/sync)
includes/class-rest-base.php	435	update_field	_shared_with	REST write (frontend/sync)
includes/class-rest-base.php	530	update_field	(dynamic)	REST write (frontend/sync)
includes/class-rest-base.php	548	update_field	(dynamic)	REST write (frontend/sync)
includes/class-membership-pass-qr.php	63	get_field	knvb-id	backend service (read)
includes/class-membership-pass-qr.php	143	get_field	former_member	backend service (read)
includes/class-membership-pass-qr.php	144	get_field	lid-tot	backend service (read)
includes/class-membership-pass-qr.php	173	get_field	first_name	backend service (read)
includes/class-membership-pass-qr.php	174	get_field	infix	backend service (read)
includes/class-membership-pass-qr.php	175	get_field	last_name	backend service (read)
includes/class-membership-pass-qr.php	177	get_field	company_name	backend service (read)
includes/class-membership-pass-qr.php	179	get_field	knvb-id	backend service (read)
includes/class-membership-pass-qr.php	292	get_field	work_history	backend service (read)
includes/class-public-membership-pass-page.php	228	get_field	type-lid	backend service (read)
includes/class-public-membership-pass-page.php	248	get_field	sponsor_pass_variant	backend service (read)
includes/class-public-membership-pass-page.php	330	get_field	first_name	backend service (read)
includes/class-public-membership-pass-page.php	331	get_field	infix	backend service (read)
includes/class-public-membership-pass-page.php	332	get_field	last_name	backend service (read)
includes/class-public-membership-pass-page.php	334	get_field	company_name	backend service (read)
includes/class-public-membership-pass-page.php	335	get_field	knvb-id	backend service (read)
includes/class-onboarding-email-sender.php	87	get_field	first_name	backend service (read)
includes/class-onboarding-email-sender.php	88	get_field	infix	backend service (read)
includes/class-onboarding-email-sender.php	89	get_field	last_name	backend service (read)
includes/class-onboarding-email-sender.php	131	get_field	(dynamic)	backend service (read)
includes/class-onboarding-email-sender.php	133	update_field	(dynamic)	backend service (write)
includes/class-onboarding-email-sender.php	279	get_field	email_1	backend service (read)
includes/class-onboarding-email-sender.php	284	get_field	email_2	backend service (read)
includes/class-person-deletion-guard.php	112	get_field	relationships	backend service (read)
includes/class-volunteer-eligibility-service.php	290	get_field	(dynamic)	backend service (read)
includes/class-volunteer-eligibility-service.php	330	get_field	(dynamic)	backend service (read)
includes/class-volunteer-eligibility-service.php	335	get_field	work_history	backend service (read)
includes/class-volunteer-eligibility-service.php	676	get_field	relationships	backend service (read)
includes/class-volunteer-eligibility-service.php	707	get_field	relationships	backend service (read)
includes/class-volunteer-eligibility-service.php	726	get_field	relationships	backend service (read)
includes/class-volunteer-eligibility-service.php	756	get_field	addresses	backend service (read)
includes/class-access-control.php	621	get_field	relationships	backend service (read)
includes/class-rest-feedback.php	380	update_field	feedback_type	REST write (frontend/sync)
includes/class-rest-feedback.php	393	update_field	status	REST write (frontend/sync)
includes/class-rest-feedback.php	394	update_field	priority	REST write (frontend/sync)
includes/class-rest-feedback.php	402	update_field	browser_info	REST write (frontend/sync)
includes/class-rest-feedback.php	407	update_field	app_version	REST write (frontend/sync)
includes/class-rest-feedback.php	412	update_field	url_context	REST write (frontend/sync)
includes/class-rest-feedback.php	419	update_field	steps_to_reproduce	REST write (frontend/sync)
includes/class-rest-feedback.php	424	update_field	expected_behavior	REST write (frontend/sync)
includes/class-rest-feedback.php	429	update_field	actual_behavior	REST write (frontend/sync)
includes/class-rest-feedback.php	437	update_field	use_case	REST write (frontend/sync)
includes/class-rest-feedback.php	573	update_field	feedback_type	REST write (frontend/sync)
includes/class-rest-feedback.php	579	get_field	status	REST read (frontend/sync)
includes/class-rest-feedback.php	591	update_field	priority	REST write (frontend/sync)
includes/class-rest-feedback.php	597	update_field	browser_info	REST write (frontend/sync)
includes/class-rest-feedback.php	602	update_field	app_version	REST write (frontend/sync)
includes/class-rest-feedback.php	607	update_field	url_context	REST write (frontend/sync)
includes/class-rest-feedback.php	613	update_field	steps_to_reproduce	REST write (frontend/sync)
includes/class-rest-feedback.php	618	update_field	expected_behavior	REST write (frontend/sync)
includes/class-rest-feedback.php	623	update_field	actual_behavior	REST write (frontend/sync)
includes/class-rest-feedback.php	629	update_field	use_case	REST write (frontend/sync)
includes/class-rest-feedback.php	793	get_field	status	REST read (frontend/sync)
includes/class-rest-feedback.php	795	update_field	status	REST write (frontend/sync)
includes/class-rest-feedback.php	844	get_field	feedback_type	REST read (frontend/sync)
includes/class-rest-feedback.php	845	get_field	status	REST read (frontend/sync)
includes/class-rest-feedback.php	846	get_field	priority	REST read (frontend/sync)
includes/class-rest-feedback.php	847	get_field	browser_info	REST read (frontend/sync)
includes/class-rest-feedback.php	848	get_field	app_version	REST read (frontend/sync)
includes/class-rest-feedback.php	849	get_field	url_context	REST read (frontend/sync)
includes/class-rest-feedback.php	850	get_field	steps_to_reproduce	REST read (frontend/sync)
includes/class-rest-feedback.php	851	get_field	expected_behavior	REST read (frontend/sync)
includes/class-rest-feedback.php	852	get_field	actual_behavior	REST read (frontend/sync)
includes/class-rest-feedback.php	853	get_field	use_case	REST read (frontend/sync)
tests/Wpunit/ShiftCalendarTest.php	139	update_field	datum-vog	test
includes/class-taxonomies.php	153	get_field	inverse_relationship_type	backend service (read)
includes/class-taxonomies.php	155	update_field	inverse_relationship_type	backend service (write)
includes/class-taxonomies.php	168	get_field	inverse_relationship_type	backend service (read)
includes/class-taxonomies.php	170	update_field	inverse_relationship_type	backend service (write)
bin/fee-snapshot.php	66	get_field	former_member	tooling / bulk data
bin/fee-snapshot.php	73	get_field	lid-sinds	tooling / bulk data
tests/Wpunit/VolunteerShiftAttributionTest.php	42	get_field	relationships	test
tests/Wpunit/VolunteerShiftAttributionTest.php	47	update_field	relationships	test
tests/Wpunit/VolunteerShiftAttributionTest.php	49	get_field	relationships	test
tests/Wpunit/VolunteerShiftAttributionTest.php	54	update_field	relationships	test
includes/class-fee-calculator.php	120	get_field	leeftijdsgroep	backend service (read)
includes/class-fee-calculator.php	330	get_field	first_name	backend service (read)
includes/class-fee-calculator.php	331	get_field	last_name	backend service (read)
includes/class-fee-calculator.php	386	get_field	former_member	backend service (read)
tests/Wpunit/SearchDashboardTest.php	493	update_field	related_persons	test
tests/Wpunit/SearchDashboardTest.php	496	update_field	due_date	test
includes/class-volunteer-fine-generator.php	103	update_field	invoice_number	backend service (write)
includes/class-volunteer-fine-generator.php	104	update_field	invoice_type	backend service (write)
includes/class-volunteer-fine-generator.php	105	update_field	person	backend service (write)
includes/class-volunteer-fine-generator.php	106	update_field	total_amount	backend service (write)
includes/class-volunteer-fine-generator.php	107	update_field	(dynamic)	backend service (write)
includes/class-volunteer-fine-generator.php	117	update_field	status	backend service (write)
includes/class-volunteer-fine-generator.php	160	get_field	relationships	backend service (read)
includes/class-mollie-webhook.php	204	update_field	status	backend service (write)
includes/class-mollie-webhook.php	258	update_field	status	backend service (write)
tests/Wpunit/VolunteerObligationUnitsTest.php	43	get_field	relationships	test
tests/Wpunit/VolunteerObligationUnitsTest.php	48	update_field	relationships	test
tests/Wpunit/VolunteerObligationUnitsTest.php	50	get_field	relationships	test
tests/Wpunit/VolunteerObligationUnitsTest.php	55	update_field	relationships	test
tests/Wpunit/ActivationServiceTest.php	23	update_field	first_name	test
tests/Wpunit/ActivationServiceTest.php	24	update_field	last_name	test
tests/Wpunit/ActivationServiceTest.php	26	update_field	email_1	test
includes/class-invoice-reminder-scheduler.php	187	get_field	sent_date	backend service (read)
includes/class-guardian-account-service.php	102	get_field	first_name	backend service (read)
includes/class-guardian-account-service.php	263	get_field	first_name	backend service (read)
includes/class-guardian-account-service.php	264	get_field	infix	backend service (read)
includes/class-guardian-account-service.php	265	get_field	last_name	backend service (read)
includes/class-guardian-account-service.php	364	update_field	(dynamic)	backend service (write)
includes/class-guardian-account-service.php	365	delete_field	(dynamic)	backend service (write)
includes/customfields/class-manager.php	308	update_field	(dynamic)	dynamic custom-fields subsystem
includes/customfields/class-manager.php	423	get_fields	(dynamic)	dynamic custom-fields subsystem
includes/customfields/class-manager.php	478	get_field	(dynamic)	dynamic custom-fields subsystem
tests/Wpunit/GuardianAccountServiceTest.php	18	update_field	first_name	test
tests/Wpunit/GuardianAccountServiceTest.php	19	update_field	last_name	test
tests/Wpunit/GuardianAccountServiceTest.php	86	update_field	datum-vog	test
tests/Wpunit/GuardianAccountServiceTest.php	88	update_field	datum-iva	test
tests/Wpunit/GuardianAccountServiceTest.php	89	update_field	iva-approved	test
tests/Wpunit/GuardianAccountServiceTest.php	126	update_field	datum-vog	test
tests/Wpunit/GuardianAccountServiceTest.php	127	update_field	datum-vog	test
tests/Support/RondoTestCase.php	99	update_field	(dynamic)	test
tests/Support/RondoTestCase.php	122	update_field	(dynamic)	test
includes/class-qr-code-generator.php	50	get_field	invoice_number	backend service (read)
includes/class-qr-code-generator.php	63	update_field	qr_code_path	backend service (write)
tests/Wpunit/CptCrudTest.php	87	get_field	first_name	test
tests/Wpunit/CptCrudTest.php	349	get_field	person_type	test
tests/Wpunit/CptCrudTest.php	380	get_field	first_name	test
tests/Wpunit/TodoCptTest.php	92	update_field	field_todo_related_person	test
tests/Wpunit/TodoCptTest.php	95	update_field	due_date	test
tests/Wpunit/TodoCptTest.php	100	update_field	awaiting_since	test
tests/Wpunit/PersonDeletionGuardTest.php	37	update_field	relationships	test
tests/Wpunit/MemberShiftLifecycleTest.php	210	update_field	first_name	test
tests/Wpunit/MemberShiftLifecycleTest.php	211	update_field	email_1	test
tests/Wpunit/MemberShiftLifecycleTest.php	258	update_field	email_1	test
tests/Wpunit/FormerMemberParentRoleTest.php	36	update_field	(dynamic)	test
tests/Wpunit/FormerMemberParentRoleTest.php	63	update_field	(dynamic)	test
tests/Wpunit/PersonContactScopeTest.php	76	get_field	email_1	test
tests/Wpunit/PersonContactScopeTest.php	87	get_field	type-lid	test
tests/Wpunit/PersonContactScopeTest.php	156	update_field	is_sponsor	test
tests/Wpunit/PersonContactScopeTest.php	157	update_field	person_type	test
tests/Wpunit/PersonContactScopeTest.php	158	update_field	sponsor_pass_variant	test
tests/Wpunit/PersonContactScopeTest.php	173	update_field	is_sponsor	test
tests/Wpunit/PersonContactScopeTest.php	174	update_field	person_type	test
tests/Wpunit/PersonContactScopeTest.php	175	update_field	sponsor_pass_variant	test
tests/Wpunit/PersonContactScopeTest.php	200	update_field	former_member	test
tests/Wpunit/LettermintWebhookTest.php	44	update_field	email_1	test
tests/Wpunit/LettermintWebhookTest.php	67	get_field	related_persons	test
tests/Wpunit/PersonVisibilityTest.php	41	get_field	relationships	test
tests/Wpunit/PersonVisibilityTest.php	46	update_field	relationships	test
tests/Wpunit/PersonVisibilityTest.php	247	update_field	financiele-blokkade	test
tests/Wpunit/PersonVisibilityTest.php	248	update_field	email_1	test
tests/Wpunit/PersonVisibilityTest.php	263	update_field	financiele-blokkade	test
tests/Wpunit/RelationshipsSharesTest.php	176	update_field	work_history	test
tests/Wpunit/RelationshipsSharesTest.php	215	update_field	(dynamic)	test
tests/Wpunit/RelationshipsSharesTest.php	236	update_field	(dynamic)	test
tests/Wpunit/FeedbackResolutionEmailTest.php	48	update_field	status	test
tests/Wpunit/FeedbackResolutionEmailTest.php	138	update_field	status	test
tests/Wpunit/FeedbackResolutionEmailTest.php	144	get_field	status	test
tests/Wpunit/UserProvisioningEmailTest.php	42	update_field	first_name	test
tests/Wpunit/UserProvisioningEmailTest.php	43	update_field	last_name	test
tests/Wpunit/UserProvisioningEmailTest.php	45	update_field	email_1	test
tests/Wpunit/RoleFinderTest.php	23	update_field	(dynamic)	test
tests/Wpunit/RoleFinderTest.php	50	update_field	(dynamic)	test
tests/Wpunit/RoleFinderTest.php	82	update_field	(dynamic)	test
tests/Wpunit/RoleFinderTest.php	111	update_field	(dynamic)	test
tests/Wpunit/RoleFinderTest.php	155	update_field	(dynamic)	test
tests/Wpunit/RoleFinderTest.php	202	update_field	(dynamic)	test
tests/Wpunit/SecurityAuthorizationTest.php	156	update_field	mobile_1	test
